position,title
Q2114150,Lantråd
Q4112587,Vice lantråd
Q107724982,Minister of Development
Q107724953,Minister for Education and Culture
Q25712439,Minister of Education and Culture
Q23375654,Minister of Finance
Q107724664,Minister for Industry and Trade
Q107724921,Minister for Infrastructure
Q107724976,Minister for Social Affairs and Health
Q6597973,Speaker of the Parliament
